,sentence,correct label,predicted label,is correct,is train,
3215,laughing,null,null,True,True,
3216,what is the phone number,request,request,True,True,
3217,i want chinese food,inform,inform,True,True,
3218,russian,inform,inform,True,True,
3219,how about the south part of town,reqalts,reqalts,True,True,
3220,south,inform,inform,True,True,
3221,address,request,request,True,True,
3222,thank you goodbye,thankyou,thankyou,True,True,
3223,i would like portuguese food,inform,inform,True,True,
3224,address,request,request,True,True,
3225,im looking for an expensive restaurant in the east part of town,inform,inform,True,True,
3226,what type of food do they serve,request,request,True,True,
3227,can i have a restaurant in the north,inform,inform,True,True,
3228,thank you good bye,thankyou,thankyou,True,True,
3229,thank you good bye,thankyou,thankyou,True,True,
3230,whats the address,request,request,True,True,
3231,sil,null,null,True,True,
3232,thank you good bye,thankyou,thankyou,True,True,
3233,what is the address,request,request,True,True,
3234,can i get the address phone number and area,request,request,True,True,
3235,what is the phone number,request,request,True,True,
3236,address,request,request,True,True,
3237,korean food,inform,inform,True,True,
3238,dont care,inform,inform,True,True,
3239,east,inform,inform,True,True,
3240,portuguese food any price,inform,inform,True,True,
3241,south,inform,inform,True,True,
3242,cheap unintelligible food,inform,inform,True,True,
3243,it doesnt matter,inform,inform,True,True,
3244,yea,affirm,affirm,True,True,
3245,gastro pub,inform,inform,True,True,
3246,what is the address,request,request,True,True,
3247,thank you good bye,thankyou,thankyou,True,True,
3248,thank you good bye,thankyou,thankyou,True,True,
3249,im looking for a restaurant in the east part of town that serves world food,inform,inform,True,True,
3250,what is the phone number and address,request,request,True,True,
3251,yes,affirm,affirm,True,True,
3252,address,request,request,True,True,
3253,in the south part of town,inform,inform,True,True,
3254,next,reqalts,reqalts,True,True,
3255,what type of food do they serve,request,request,True,True,
3256,thank you good bye,thankyou,thankyou,True,True,
3257,indian,inform,inform,True,True,
3258,noise,null,null,True,True,
3259,um anything else please,inform,reqalts,False,True,
3260,what is the address,request,request,True,True,
3261,any area,inform,inform,True,True,
3262,i dont care,inform,inform,True,True,
3263,post number,request,request,True,True,
3264,moderate,inform,inform,True,True,
3265,i need a moderately priced restaurant in the north part of town,inform,inform,True,True,
3266,unintelligible,null,null,True,True,
3267,north,inform,inform,True,True,
3268,may i have its phone number,request,request,True,True,
3269,what is their address,request,request,True,True,
3270,could i have the phone number please,request,request,True,True,
3271,no,negate,negate,True,True,
3272,okay thank you and good bye,bye,bye,True,True,
3273,and the phone number,request,request,True,True,
3274,address,request,request,True,True,
3275,north part of town,inform,inform,True,True,
3276,address,request,request,True,True,
3277,and whats the post code,request,request,True,True,
3278,i would like expensive food,inform,inform,True,True,
3279,how about romanian food,reqalts,reqalts,True,True,
3280,venetian,inform,inform,True,True,
3281,and the phone number,request,request,True,True,
3282,thank you good bye,thankyou,thankyou,True,True,
3283,thank you good bye,thankyou,thankyou,True,True,
3284,address,request,request,True,True,
3285,i want to find a cheap restaurant that serve,inform,inform,True,True,
3286,any,inform,inform,True,True,
3287,okay cool thank you good bye,bye,thankyou,False,True,
3288,okay ah i think thatll do it thank you and goodbye,thankyou,thankyou,True,True,
3289,the west part of town i want,inform,inform,True,True,
3290,anything else,reqalts,reqalts,True,True,
3291,north american,inform,inform,True,True,
3292,yea,affirm,affirm,True,True,
3293,i would like,null,null,True,True,
3294,corsica,inform,inform,True,True,
3295,indian food,inform,inform,True,True,
3296,south,inform,inform,True,True,
3297,right,affirm,affirm,True,True,
3298,what type of food,request,request,True,True,
3299,what is the phone number,request,request,True,True,
3300,what is the address,request,request,True,True,
3301,i want to find a restaurant in the center and it should serve corsica food,inform,inform,True,True,
3302,east,inform,inform,True,True,
3303,is there anything else,reqalts,reqalts,True,True,
3304,thank you good bye,thankyou,thankyou,True,True,
3305,anything else,reqalts,reqalts,True,True,
3306,phone number,request,request,True,True,
3307,what is the price range,request,request,True,True,
3308,thank you good bye,thankyou,thankyou,True,True,
3309,what is the address,request,request,True,True,
3310,thank you good bye,thankyou,thankyou,True,True,
3311,im looking for moderately priced restaurant in the north part,inform,inform,True,True,
3312,what is the address and post code,request,request,True,True,
3313,thank you good bye,thankyou,thankyou,True,True,
3314,noise,null,null,True,True,
3315,north,inform,inform,True,True,
3316,is there anything else,reqalts,reqalts,True,True,
3317,north,inform,inform,True,True,
3318,yea,affirm,affirm,True,True,
3319,phone number,request,request,True,True,
3320,thank you good bye,thankyou,thankyou,True,True,
3321,yes korean food,affirm,affirm,True,True,
3322,uh cheap restaurant in the north part of town,inform,inform,True,True,
3323,center,inform,inform,True,True,
3324,that serves cuban food,inform,inform,True,True,
3325,how about chinese food,reqalts,reqalts,True,True,
3326,what part of town,request,request,True,True,
3327,whats the post code,request,request,True,True,
3328,what about korean food,reqalts,reqalts,True,True,
3329,uh moderate restaurant in the south part of town,inform,inform,True,True,
3330,price range,request,request,True,True,
3331,address,request,request,True,True,
3332,expensive,inform,inform,True,True,
3333,yes,affirm,affirm,True,True,
3334,how about asian oriental type of food,reqalts,reqalts,True,True,
3335,im looking for a moderately priced restaurant in the south,inform,inform,True,True,
3336,noise,null,null,True,True,
3337,thank you good bye,thankyou,thankyou,True,True,
3338,uh no price range whats the,request,request,True,True,
3339,gastro pub,inform,inform,True,True,
3340,for a restaurant,inform,inform,True,True,
3341,yes,affirm,affirm,True,True,
3342,yes,affirm,affirm,True,True,
3343,unintelligible,null,null,True,True,
3344,no portuguese,negate,negate,True,True,
3345,korean,inform,inform,True,True,
3346,uh cheap restaurant,inform,inform,True,True,
3347,indian,inform,inform,True,True,
3348,mediterranean,inform,inform,True,True,
3349,do you have the phone number of the address,request,request,True,True,
3350,what is the phone number,request,request,True,True,
3351,i need a cheap restaurant,inform,inform,True,True,
3352,another place,reqalts,reqalts,True,True,
3353,what is the price range,request,request,True,True,
3354,indian food,inform,inform,True,True,
3355,thank you good bye,thankyou,thankyou,True,True,
3356,okay whats the phone number,request,request,True,True,
3357,and the address,request,request,True,True,
3358,im looking for a restaurant in the center of town that serves lebanese food,inform,inform,True,True,
3359,british,inform,inform,True,True,
3360,and the address,request,request,True,True,
3361,asian oriental,inform,inform,True,True,
3362,what is the phone number,request,request,True,True,
3363,thank you goodbye,thankyou,thankyou,True,True,
3364,it doesnt matter,inform,inform,True,True,
3365,thank you goodbye,thankyou,thankyou,True,True,
3366,about portuguese,inform,inform,True,True,
3367,thank you good bye,thankyou,thankyou,True,True,
3368,okay thank you,thankyou,thankyou,True,True,
3369,whats the phone number,request,request,True,True,
3370,south,inform,inform,True,True,
3371,next,reqalts,reqalts,True,True,
3372,sea food,inform,inform,True,True,
3373,is there one in the cheap price range,inform,inform,True,True,
3374,what is the phone number,request,request,True,True,
3375,i dont care,inform,inform,True,True,
3376,phone number,request,request,True,True,
3377,how about french food,reqalts,reqalts,True,True,
3378,phone number,request,request,True,True,
3379,thank you good bye,thankyou,thankyou,True,True,
3380,no french food,negate,negate,True,True,
3381,christmas food,inform,inform,True,True,
3382,vietnamese,inform,inform,True,True,
3383,address,request,request,True,True,
3384,restaurant north part of town fast food,inform,inform,True,True,
3385,yes,affirm,affirm,True,True,
3386,id like an expensive italian restaurant,inform,inform,True,True,
3387,price range,request,request,True,True,
3388,korean food,inform,inform,True,True,
3389,i need to find a moderately priced restaurant,inform,inform,True,True,
3390,and it should be in the south part of town,inform,inform,True,True,
3391,south,inform,inform,True,True,
3392,in the center,inform,inform,True,True,
3393,i would like to find a moderately priced,inform,inform,True,True,
3394,what is the type of food,request,request,True,True,
3395,any,inform,inform,True,True,
3396,dont care,inform,inform,True,True,
3397,what about a spanish restuarant,inform,reqalts,False,True,
3398,any area any price,inform,inform,True,True,
3399,vietnamese food,inform,inform,True,True,
3400,east,inform,inform,True,True,
3401,phone number,request,request,True,True,
3402,cheap restaurant in the west part of town,inform,inform,True,True,
3403,any,inform,inform,True,True,
3404,thank you good bye,thankyou,thankyou,True,True,
3405,is there anything else,reqalts,reqalts,True,True,
3406,thank you good bye,thankyou,thankyou,True,True,
3407,price range,request,request,True,True,
3408,thank you good bye,thankyou,thankyou,True,True,
3409,middle,inform,inform,True,True,
3410,what is the phone number and type of food,request,request,True,True,
3411,whats the post code,request,request,True,True,
3412,chinese,inform,inform,True,True,
3413,thank you good bye,thankyou,thankyou,True,True,
3414,is there mediterranean food,inform,inform,True,True,
3415,cheap restaurant,inform,inform,True,True,
3416,no,negate,negate,True,True,
3417,what about italian food,reqalts,reqalts,True,True,
3418,catalan food north part of town,inform,inform,True,True,
3419,what type of food do they serve,request,request,True,True,
